language,watchers_count,open_issues_count,commit_count,contributors_count,stars_count,forks_count,size,days_since_last_commit,source_code_url,owner,repo
C++,11,0,27,2,11,9,8466,1152,https://github.com/arioncoin/arioncoin,arioncoin,arioncoin
C++,3,1,13157,349,3,2,70673,963,https://github.com/eboost-dev/eboost-dev,eboost-dev,eboost-dev
JavaScript,10,0,875,0,10,11,4909,693,https://github.com/crypt04dvisor/alphawallet,crypt04dvisor,alphawallet
JavaScript,3,0,29,0,3,1,98,1020,https://github.com/rokfin/eth-contracts,rokfin,eth-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/carsenk/denarius,carsenk,denarius
Go,82,1,13401,416,82,19,166955,32,https://github.com/ubiq/go-ubiq,ubiq,go-ubiq
Solidity,4,0,1,0,4,4,11,290,https://github.com/marsmissionsolidity/marsmission-protocol,marsmissionsolidity,marsmission-protocol
TypeScript,1,0,13,3,1,1,80078,165,https://github.com/pyditt/smart-contract-lty,pyditt,smart-contract-lty
Solidity,30,1,27,0,30,17,315,157,https://github.com/0xlaozi/qidao,0xlaozi,qidao
Solidity,0,0,2,0,0,0,8,179,https://github.com/phoenix-phire/cryptophoenix,phoenix-phire,cryptophoenix
C++,4,0,1,0,4,0,4487,502,https://github.com/aitracoinofficial/aitra,aitracoinofficial,aitra
JavaScript,2,0,1,0,2,2,56,1485,https://github.com/niobiumfoundation/niobiumcoin,niobiumfoundation,niobiumcoin
"",35,0,38,2,35,20,114,1421,https://github.com/birdchain/birdchain,birdchain,birdchain
"",0,0,4,0,0,0,10,1036,https://github.com/bolttcoindev/bolttcoin,bolttcoindev,bolttcoin
"",1,0,6,0,1,0,7,1474,https://github.com/x8currency-project/x8currencysmartcontracts,x8currency-project,x8currencysmartcontracts
Go,2,1,11271,367,2,0,100313,35,https://github.com/akroma-project/akroma,akroma-project,akroma
Go,42,1,323,16,42,33,22922,1,https://github.com/bityuan/bityuan,bityuan,bityuan
JavaScript,2,0,93,2,2,4,1018,991,https://github.com/ecomi-ecosystem/tge-contract,ecomi-ecosystem,tge-contract
"",0,0,4,0,0,0,10,1036,https://github.com/bolttcoindev/bolttcoin,bolttcoindev,bolttcoin
"",35,0,38,2,35,20,114,1421,https://github.com/birdchain/birdchain,birdchain,birdchain
C++,24,2,15033,350,24,11,58270,333,https://github.com/pyrkcommunity/pyrk,pyrkcommunity,pyrk
Scala,126,152,1720,16,126,35,37892,5,https://github.com/constellation-labs/constellation,constellation-labs,constellation
Solidity,0,0,22,0,0,0,962,79,https://github.com/im-intelligent-mining/contracts,im-intelligent-mining,contracts
Solidity,2,0,31,0,2,0,106,88,https://github.com/vodra-token/vodratoken,vodra-token,vodratoken
C++,12,2,4963,59,12,10,25797,120,https://github.com/bitshares-cnvote/newbitshares-core,bitshares-cnvote,newbitshares-core
C++,619,19,18578,356,619,327,83480,286,https://github.com/btcgpu/btcgpu,btcgpu,btcgpu
Solidity,0,0,28,0,0,0,47,66,https://github.com/tetsuyasaito80/nftpunk.finance,tetsuyasaito80,nftpunk.finance
"",0,0,0,0,0,0,0,2459602,https://github.com/safeinsure/sins-coin,safeinsure,sins-coin
TypeScript,1,0,1,0,1,1,518,109,https://github.com/theminders/planetsandbox-token-contract,theminders,planetsandbox-token-contract
Solidity,0,0,3,0,0,0,8,111,https://github.com/savecardano-org/savecardano-contract,savecardano-org,savecardano-contract
Solidity,3,0,15,0,3,0,74,114,https://github.com/bravetokenmoon/bravetoken,bravetokenmoon,bravetoken
C,2,1,65,2,2,0,9022,2181,https://github.com/grandpa-jones/synergy,grandpa-jones,synergy
C++,2,0,9,2,2,0,32997,380,https://github.com/bastilar/junson-ming-chan-coin,bastilar,junson-ming-chan-coin
"",0,0,2,0,0,0,8,139,https://github.com/griffinartfinance/gartcontract,griffinartfinance,gartcontract
JavaScript,0,0,80,2,0,0,6733,1093,https://github.com/aaron-platform/everycoin,aaron-platform,everycoin
"",375,6,2005,3,375,93,599424,0,https://github.com/techrate/smart-contract-audits,techrate,smart-contract-audits
Solidity,0,0,1,0,0,0,1,411,https://github.com/blockchainforfuture/rletoken,blockchainforfuture,rletoken
"",1,1,0,0,1,0,0,2459602,https://github.com/tvnt/smartcontract,tvnt,smartcontract
"",15,0,695,29,15,51,3878,15,https://github.com/verynifty/nft20-assets,verynifty,nft20-assets
C++,0,0,3728,118,0,0,16944,1762,https://github.com/vectorcoindev/vector,vectorcoindev,vector
C,4,0,88,4,4,6,1854,508,https://github.com/berniecoin/berncash,berniecoin,berncash
Solidity,9,0,1,0,9,9,11,284,https://github.com/eclipsetoken/eclipsetokencontract,eclipsetoken,eclipsetokencontract
Solidity,3,0,5,3,3,4,112,420,https://github.com/chonkerfinance/chonkercontracts,chonkerfinance,chonkercontracts
"",0,0,0,0,0,0,0,2459602,https://github.com/biblepay/biblepay-evolution,biblepay,biblepay-evolution
Solidity,0,0,1,0,0,0,20,80,https://github.com/rokkit-fuel/rokkitcode,rokkit-fuel,rokkitcode
Solidity,3,0,3,0,3,2,13,272,https://github.com/hamtarobsc/hamtaro.sol,hamtarobsc,hamtaro.sol
"",0,0,0,0,0,0,0,2459602,https://github.com/glorydoge/glory-doge-contracts,glorydoge,glory-doge-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/wabnetwork/token,wabnetwork,token
"",0,0,2,0,0,0,1,890,https://github.com/ak12-cryptocurrency/ak12-token,ak12-cryptocurrency,ak12-token
Solidity,5,0,1,0,5,0,14,194,https://github.com/golden-doge-token/contract,golden-doge-token,contract
Java,5,0,10020,80,5,6,18193,768,https://github.com/midascore/java-mcashchain,midascore,java-mcashchain
"",0,0,1,0,0,0,4,1399,https://github.com/crystaltoken/erc20contract,crystaltoken,erc20contract
Python,0,0,22,3,0,0,23,195,https://github.com/xfinite-io/xet,xfinite-io,xet
TypeScript,0,0,18,0,0,0,668,284,https://github.com/mondo-blockchain/mondo-community-coin,mondo-blockchain,mondo-community-coin
HTML,2,0,94,0,2,5,1196,37,https://github.com/beethovenxfi/beethovenx-token,beethovenxfi,beethovenx-token
Go,50,4,429,12,50,105,68741,375,https://github.com/hcashorg/hcd,hcashorg,hcd
Rust,586,59,1145,18,586,143,68783,1,https://github.com/purestake/moonbeam,purestake,moonbeam
Solidity,1,0,1,0,1,0,1,64,https://github.com/heroestd/heroestd-token,heroestd,heroestd-token
"",1,0,4,0,1,1,8665,286,https://github.com/okex/okexchain,okex,okexchain
C++,0,0,11,0,0,1,5162,579,https://github.com/largocoin/core,largocoin,core
Solidity,8,0,2,0,8,1,10,241,https://github.com/tabooofficial/taboo,tabooofficial,taboo
C++,2,0,2,0,2,0,8878,325,https://github.com/mantisnetwork/mantiscoin,mantisnetwork,mantiscoin
"",1,0,4,0,1,1,8665,286,https://github.com/okex/okexchain,okex,okexchain
"",1,0,1,0,1,3,1,316,https://github.com/uswap-exchange/ume,uswap-exchange,ume
"",0,0,0,0,0,0,0,2459602,https://github.com/joefilmo/askonetwork-contracts,joefilmo,askonetwork-contracts
JavaScript,8,11,40,2,8,2,3587,974,https://github.com/pumapayio/pumapay-token,pumapayio,pumapay-token
Solidity,0,0,1,0,0,0,10,54,https://github.com/xolometaverse/xolometaverseerc,xolometaverse,xolometaverseerc
Solidity,2,1,1,0,2,1,10,132,https://github.com/epicheronft/epichero-token-contract,epicheronft,epichero-token-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/deepfrydev/fryworld-farming-core,deepfrydev,fryworld-farming-core
"",39,0,356,5,39,4,4153,655,https://github.com/meet-one/documentation,meet-one,documentation
Java,2912,19,16632,169,2912,1017,155647,8,https://github.com/tronprotocol/java-tron,tronprotocol,java-tron
"",0,0,1,0,0,2,2,1341,https://github.com/yolocash/yolocash-ylc-erc20-smart-contract,yolocash,yolocash-ylc-erc20-smart-contract
C++,6,0,3800,120,6,5,51383,1148,https://github.com/radiumcore/radium-0.11,radiumcore,radium-0.11
C++,26,25,549,10,26,28,24897,13,https://github.com/phoenixkonsole/transcendence,phoenixkonsole,transcendence
Rust,52,30,1617,5,52,16,100831,8,https://github.com/chorusone/solido,chorusone,solido
Solidity,4,0,5,0,4,4,763,156,https://github.com/meteor83/flourishcoin,meteor83,flourishcoin
Solidity,8,1,85,0,8,2,10117,433,https://github.com/ethereumgoldetg/etg-finance,ethereumgoldetg,etg-finance
C++,265,1,5720,73,265,84,51508,65,https://github.com/openhive-network/hive,openhive-network,hive
JavaScript,12,0,2,0,12,1,61,1306,https://github.com/bitscreenertech/smartcontracts,bitscreenertech,smartcontracts
C++,0,0,10,0,0,0,64372,456,https://github.com/burster51/sono-wallet,burster51,sono-wallet
"",7,0,2,0,7,3,277,1355,https://github.com/invictuscapital/ihf-smart-contracts,invictuscapital,ihf-smart-contracts
Solidity,0,0,2,2,0,0,1,152,https://github.com/monsterslabs/monster-clan-token,monsterslabs,monster-clan-token
"",0,0,1,0,0,0,3,1205,https://github.com/jeveldev/smartcontracts,jeveldev,smartcontracts
Solidity,7,1,22,0,7,12,808,238,https://github.com/cyclese96/polkabridge-contract,cyclese96,polkabridge-contract
JavaScript,0,0,1,0,0,1,20,862,https://github.com/mainston-international/ston-token,mainston-international,ston-token
"",0,0,2,0,0,0,3,1314,https://github.com/cryptofuturegmbh/rothariumtoken,cryptofuturegmbh,rothariumtoken
"",0,0,0,0,0,0,0,2459602,https://github.com/vodkatoken/vodkatoken,vodkatoken,vodkatoken
C++,18,1,19893,357,18,9,90430,133,https://github.com/fiscalobject/ufo,fiscalobject,ufo
C++,8,0,65,0,8,7,76596,354,https://github.com/spectresecuritycoin/spectresecuritycoin,spectresecuritycoin,spectresecuritycoin
"",0,0,0,0,0,0,0,2459602,https://github.com/titanvpnproject/meetple-erc20,titanvpnproject,meetple-erc20
"",0,0,0,0,0,0,0,2459602,https://github.com/defifactorytoken/defifactorytoken,defifactorytoken,defifactorytoken
C++,1,0,3,2,1,0,4449,1964,https://github.com/zayedcoin/zayedcoin,zayedcoin,zayedcoin
Makefile,10,0,58,3,10,11,24741,1055,https://github.com/phantomxdev/phantomx,phantomxdev,phantomx
Solidity,1,0,1,0,1,0,8,84,https://github.com/algopadofficial/algopad-contract,algopadofficial,algopad-contract
"",0,0,12,2,0,2,42,774,https://github.com/bitpayer-io/token-exchange,bitpayer-io,token-exchange
"",4,0,1,0,4,4,6,200,https://github.com/diamondboyzcoin/dbzcoin,diamondboyzcoin,dbzcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/autofarm-network/autofarmv2,autofarm-network,autofarmv2
"",0,0,0,0,0,0,0,2459602,https://github.com/stellarinu/stellarinu,stellarinu,stellarinu
"",6,1,5,0,6,5,10,831,https://github.com/ethermeta/ethermeta,ethermeta,ethermeta
C++,4,0,11755,350,4,6,62641,248,https://github.com/kobocoin/kobocoin,kobocoin,kobocoin
C++,1,0,1,0,1,0,5887,449,https://github.com/yearlab/lightyears,yearlab,lightyears
"",6,1,5,0,6,5,10,831,https://github.com/ethermeta/ethermeta,ethermeta,ethermeta
"",1,0,1,0,1,0,2,534,https://github.com/polluxcoin2020/pox,polluxcoin2020,pox
TypeScript,115,3,1536,8,115,32,22247,5,https://github.com/renproject/ren-js,renproject,ren-js
Solidity,5,0,3,0,5,1,12,295,https://github.com/octans-octa/octans.sol,octans-octa,octans.sol
"",0,0,65,2,0,0,62,571,https://github.com/buyhatke/bns-token,buyhatke,bns-token
C++,7,3,21,3,7,9,4842,1615,https://github.com/fundacionpesetacoin/pesetacoincore,fundacionpesetacoin,pesetacoincore
C++,9,4,20,2,9,7,4045,901,https://github.com/gzr0/grz0,gzr0,grz0
C++,4,0,75,2,4,2,43699,12,https://github.com/bdcashprotocol/bdcash-protocol,bdcashprotocol,bdcash-protocol
Solidity,1,1,9,0,1,0,17886,2459602,https://github.com/realtrumptoken/realtrumptoken,realtrumptoken,realtrumptoken
"",0,0,65,2,0,0,62,571,https://github.com/buyhatke/bns-token,buyhatke,bns-token
Go,349,113,596,38,349,107,161761,0,https://github.com/osmosis-labs/osmosis,osmosis-labs,osmosis
C++,2,0,4,0,2,2,2692,2403,https://github.com/spheredevs/sphere,spheredevs,sphere
Go,264,18,43,0,264,93,160950,426,https://github.com/deroproject/derosuite,deroproject,derosuite
"",1,0,2,0,1,2,6,604,https://github.com/evztech/evz_contract,evztech,evz_contract
C++,6,0,173,0,6,3,96338,953,https://github.com/mceme/imagecash,mceme,imagecash
C#,0,0,9,0,0,0,19,1271,https://github.com/alchemint/alcheminttoken,alchemint,alcheminttoken
Solidity,0,0,14,0,0,0,1374,88,https://github.com/dynamixtoken/token,dynamixtoken,token
"",0,0,2,0,0,0,1,72,https://github.com/garfieldtoken/garfieldbird,garfieldtoken,garfieldbird
CSS,3,0,310,6,3,5,10736,1559,https://github.com/leverj/token-sale,leverj,token-sale
"",0,0,0,0,0,0,0,2459602,https://github.com/syqic-ops/bolt,syqic-ops,bolt
"",0,0,4187,395,0,0,119728,486,https://github.com/cobak-dev/token-profile,cobak-dev,token-profile
"",1,0,2,0,1,0,6,1223,https://github.com/cybermoviechain/ico,cybermoviechain,ico
Solidity,0,0,4,0,0,0,12,205,https://github.com/lpidao/lpi-token,lpidao,lpi-token
JavaScript,78,0,346,3,78,37,90844,1,https://github.com/convex-eth/platform,convex-eth,platform
C++,6,1,8,0,6,1,6108,305,https://github.com/fdreserve/fdr-blockchain,fdreserve,fdr-blockchain
"",0,0,3,0,0,0,6,287,https://github.com/cryptowater-si/cryptowaterieo-erc20,cryptowater-si,cryptowaterieo-erc20
JavaScript,11,0,24,2,11,5,31,1502,https://github.com/playkey/ico-contracts,playkey,ico-contracts
JavaScript,1,10,303,7,1,0,69932,17,https://github.com/credmark/credmark-website,credmark,credmark-website
"",0,0,3,0,0,3,24,505,https://github.com/bitbns-official/bns-defi,bitbns-official,bns-defi
C++,112,9,4350,99,112,529,15560,13,https://github.com/novacoin-project/novacoin,novacoin-project,novacoin
"",7,0,7,0,7,3,6,1604,https://github.com/amack2u/vibehub,amack2u,vibehub
Solidity,0,0,3,0,0,0,9,83,https://github.com/developersvpn/altera,developersvpn,altera
Go,1,0,12,0,1,0,34940,796,https://github.com/zebidata/zpb,zebidata,zpb
C++,282,43,11025,264,282,114,41942,557,https://github.com/reddcoin-project/reddcoin,reddcoin-project,reddcoin
"",0,0,0,0,0,0,0,2459602,https://github.com/cashbackpro-cbp/cashbackpro,cashbackpro-cbp,cashbackpro
Solidity,24,1,95,0,24,19,569,61,https://github.com/dinosaur-eggs/core,dinosaur-eggs,core
"",0,0,3,0,0,1,6,582,https://github.com/rewardiqa/rewardiqa-token,rewardiqa,rewardiqa-token
JavaScript,2,0,2,0,2,0,47,998,https://github.com/cosmochain/cosmocoin,cosmochain,cosmocoin
"",4,1,36,0,4,1,27399,130,https://github.com/ramp-defi/ramp_security_audits,ramp-defi,ramp_security_audits
"",0,0,0,0,0,0,0,2459602,https://github.com/blackturtle123/turtlenetwork,blackturtle123,turtlenetwork
Solidity,2,0,3,0,2,1,10,431,https://github.com/vanilla-network/vanilla-core,vanilla-network,vanilla-core
C++,0,0,4,0,0,3,3408,2337,https://github.com/swingcoin/swing,swingcoin,swing
"",0,0,0,0,0,0,0,2459602,https://github.com/hifidefi-finance/game-factory-contract,hifidefi-finance,game-factory-contract
Go,1370,53,7865,58,1370,285,84040,4,https://github.com/ava-labs/avalanchego,ava-labs,avalanchego
C++,78,1,18165,359,78,39,116151,768,https://github.com/hanacoinproject/hanacoin,hanacoinproject,hanacoin
Java,86,55,70,5,86,31,61790,2,https://github.com/nervenetwork/nerve,nervenetwork,nerve
Solidity,0,0,1,0,0,0,452,166,https://github.com/bscguru/infinitycake,bscguru,infinitycake
"",0,0,0,0,0,0,0,2459602,https://github.com/cryptorubic/rubic_frontend,cryptorubic,rubic_frontend
"",0,0,0,0,0,0,0,2459602,https://github.com/minipadlaunchpad/1doge.git,minipadlaunchpad,1doge.git
"",0,0,0,0,0,0,0,2459602,https://github.com/stealthsend/stealth,stealthsend,stealth
TypeScript,0,0,5,0,0,0,162,267,https://github.com/weentar/weentar-token,weentar,weentar-token
C++,54,5,4340,42,54,26,13805,5,https://github.com/scorum/scorum,scorum,scorum
"",0,0,0,0,0,0,0,2459602,https://github.com/minipadlaunchpad/1doge.git,minipadlaunchpad,1doge.git
Go,188,10,702,22,188,25,46996,561,https://github.com/u-network/unetwork,u-network,unetwork
C++,317,0,23688,355,317,94,147530,64,https://github.com/monacoinproject/monacoin,monacoinproject,monacoin
Solidity,0,0,2,0,0,0,17,51,https://github.com/andromedam31bsc/andromeda-m31-repository,andromedam31bsc,andromeda-m31-repository
"",15,0,74,5,15,4,73,64,https://github.com/waves-enterprise/we-releases,waves-enterprise,we-releases
"",0,0,0,0,0,0,0,2459602,https://github.com/nausicaainu/nausicaainu,nausicaainu,nausicaainu
JavaScript,120,6,5491,30,120,62,9075,35,https://github.com/webdollar/node-webdollar,webdollar,node-webdollar
"",0,0,0,0,0,0,0,2459602,https://github.com/vittominacori/bep20-generator,vittominacori,bep20-generator
JavaScript,3,22,77,3,3,3,8371,4,https://github.com/upfirehq/upfire,upfirehq,upfire
C++,5,0,102,6,5,3,25055,621,https://github.com/growaleaf/castlemn,growaleaf,castlemn
Solidity,4,0,7,0,4,2,64,94,https://github.com/dehubtoken/dehub-public-contract,dehubtoken,dehub-public-contract
C++,9,1,26,0,9,5,3284,1434,https://github.com/gaycoins/gaycoin-online,gaycoins,gaycoin-online
JavaScript,2,0,6,0,2,0,79,311,https://github.com/mimosa-token/mimosa,mimosa-token,mimosa
C++,8,3,24,2,8,9,89150,1075,https://github.com/savenode/savenodecore,savenode,savenodecore
Solidity,2,0,3,0,2,0,10,184,https://github.com/monkey-shanti/babypoocoin,monkey-shanti,babypoocoin
"",4,1,4,2,4,1,30,319,https://github.com/golemfactory/golem,golemfactory,golem
"",1,0,1,0,1,1,6,925,https://github.com/fesschain/ethereum-smart-contract,fesschain,ethereum-smart-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/maidcoingit/maidcoin,maidcoingit,maidcoin
Solidity,0,0,28,0,0,0,568,360,https://github.com/combinefinance/xdef-contracts,combinefinance,xdef-contracts
"",1,0,4,0,1,0,4,577,https://github.com/believercards/believer,believercards,believer
"",0,0,0,0,0,0,0,2459602,https://github.com/powerinutoken/powerinutoken,powerinutoken,powerinutoken
"",0,0,0,0,0,0,0,2459602,https://github.com/idnd-youngmin/millimeter.git,idnd-youngmin,millimeter.git
"",6,0,2,0,6,5,4,858,https://github.com/kickecosystem/kicktoken_final,kickecosystem,kicktoken_final
JavaScript,3,1,5,0,3,1,112,1336,https://github.com/kanadecoin/kanadecoin,kanadecoin,kanadecoin
C++,2,1,3,0,2,2,13352,2441,https://github.com/crevacoin/creva,crevacoin,creva
CSS,3,9,172,4,3,0,24346,483,https://github.com/zinfinance/zin,zinfinance,zin
"",0,0,1,0,0,0,4,216,https://github.com/zconprotocol/zcon,zconprotocol,zcon
JavaScript,4,0,3,0,4,6,12,1383,https://github.com/webcoinico/webcoin-digital-marketing-2.0,webcoinico,webcoin-digital-marketing-2.0
C++,24,0,423,14,24,36,52315,10,https://github.com/unobtanium-official/unobtanium,unobtanium-official,unobtanium
Solidity,1,0,1,0,1,0,9,451,https://github.com/ironminter/shabushabu,ironminter,shabushabu
"",1,0,1,0,1,0,2,952,https://github.com/chevkev/nolecointrc20contract,chevkev,nolecointrc20contract
"",0,0,0,0,0,0,0,2459602,https://github.com/inthenextversion/gravity-finance,inthenextversion,gravity-finance
Solidity,20,0,18,5,20,7,469,207,https://github.com/ampleforth/forth,ampleforth,forth
"",0,0,0,0,0,0,0,2459602,https://github.com/cofoundit/cfi-maecenas,cofoundit,cfi-maecenas
"",0,0,3,0,0,2,6,1306,https://github.com/vikkyteam/vikkyico,vikkyteam,vikkyico
"",1,0,2,0,1,0,2,1070,https://github.com/coinloan/coinloantoken,coinloan,coinloantoken
JavaScript,6,0,3,0,6,1,40,837,https://github.com/global-crypto-alliance/call-token,global-crypto-alliance,call-token
Go,307,33,1912,7,307,68,52452,9,https://github.com/thetatoken/theta-protocol-ledger,thetatoken,theta-protocol-ledger
"",0,0,23,2,0,1,28,288,https://github.com/hazefinance/haze-contracts,hazefinance,haze-contracts
"",0,0,0,0,0,0,0,2459602,https://github.com/hyruleswap-finance/hyruleswap-contracts,hyruleswap-finance,hyruleswap-contracts
Haskell,170,104,2868,23,170,66,11581,8,https://github.com/kadena-io/chainweb-node,kadena-io,chainweb-node
"",9,0,30,0,9,2,3899,297,https://github.com/cryptolocally/resources,cryptolocally,resources
Solidity,50,8,16,0,50,4,11854,259,https://github.com/cycloneprotocol/cyclone-contracts,cycloneprotocol,cyclone-contracts
"",9,0,30,0,9,2,3899,297,https://github.com/cryptolocally/resources,cryptolocally,resources
Solidity,0,0,1,0,0,0,2,61,https://github.com/supportdct/token,supportdct,token
TypeScript,8,0,7,0,8,3,7263,94,https://github.com/professorjey/integral-smart-contracts,professorjey,integral-smart-contracts
Solidity,0,0,3,0,0,0,15,56,https://github.com/theevolutioncrypto/evolution,theevolutioncrypto,evolution
"",0,0,0,0,0,0,0,2459602,https://github.com/momtokenbsc/momtoken,momtokenbsc,momtoken
JavaScript,1,0,2,0,1,0,485,1391,https://github.com/theambiafund/erc20bela,theambiafund,erc20bela
"",0,0,2,0,0,0,29,66,https://github.com/busdx/smartcontract-source-code,busdx,smartcontract-source-code
C++,2,1,15139,341,2,2,82269,117,https://github.com/bze-alphateam/bzedge,bze-alphateam,bzedge
"",0,0,2,0,0,0,2,1233,https://github.com/azbit-com/azbit-ico,azbit-com,azbit-ico
Solidity,0,0,1,0,0,0,5,403,https://github.com/fnktoken/smartcontract,fnktoken,smartcontract
"",0,0,2,0,0,0,2,1233,https://github.com/azbit-com/azbit-ico,azbit-com,azbit-ico
"",0,0,2,0,0,0,2,1000,https://github.com/engenie/germancoin_gcx,engenie,germancoin_gcx
"",5,0,4,0,5,6,39,1525,https://github.com/bitcoal/bitcoal,bitcoal,bitcoal
Solidity,1,0,89,2,1,1,264610,3,https://github.com/decentra-ecosystem/decentra-lotto,decentra-ecosystem,decentra-lotto
Solidity,0,0,15,2,0,1,83,211,https://github.com/doveswap/contracts,doveswap,contracts
C++,8,1,13842,348,8,5,136905,256,https://github.com/lomtax/digitalcoin,lomtax,digitalcoin
Ruby,2,0,1,0,2,1,180,1283,https://github.com/inmediate/backendsystem,inmediate,backendsystem
Go,14,8,767,10,14,17,1891,256,https://github.com/zilliqa/staking-contract,zilliqa,staking-contract
"",0,0,0,0,0,0,0,2459602,https://github.com/shibaheist/shibaheist.sol,shibaheist,shibaheist.sol
Go,227,23,2925,23,227,90,19685,1,https://github.com/klaytn/klaytn,klaytn,klaytn
C++,3,1,2,0,3,5,5370,869,https://github.com/streamitcoin/streamitcoin,streamitcoin,streamitcoin
"",0,0,3,0,0,0,9,899,https://github.com/marshalliongroupcoin/mlgc,marshalliongroupcoin,mlgc
JavaScript,13,1,47,0,13,1,124,110,https://github.com/degensprotocol/degens-contract,degensprotocol,degens-contract
Solidity,616,102,2,0,616,867,12,324,https://github.com/safemoonprotocol/safemoon.sol,safemoonprotocol,safemoon.sol
"",0,0,0,0,0,0,0,2459602,https://github.com/questgltnew/rowanenergy,questgltnew,rowanenergy
"",0,0,1,0,0,0,0,460,https://github.com/dg-pay/dgpay,dg-pay,dgpay
C++,3,1,29,0,3,6,247040,310,https://github.com/xeniosproject/xenioscoin,xeniosproject,xenioscoin
Java,1,0,2822,51,1,1,75995,182,https://github.com/amzdevelopmentteam/amazonascoin,amzdevelopmentteam,amazonascoin
C++,2,0,51,2,2,3,6592,835,https://github.com/vividplatform/vividcoin,vividplatform,vividcoin
"",6,1,11,0,6,3,10753,664,https://github.com/swftcoins/swftcoin,swftcoins,swftcoin
Solidity,8,1,114,2,8,12,1106,360,https://github.com/cryptoicarus/synlev,cryptoicarus,synlev
C,13,2,147,6,13,13,15020,905,https://github.com/eastcoastcrypto/civitas,eastcoastcrypto,civitas
JavaScript,0,0,33,0,0,0,577,1513,https://github.com/algoryproject/algory-ico,algoryproject,algory-ico
Go,24,13,870,20,24,22,34458,2,https://github.com/cheqd/cheqd-node,cheqd,cheqd-node
"",0,0,0,0,0,0,0,2459602,https://github.com/bitcoinz-pod/bitcoinz,bitcoinz-pod,bitcoinz
C++,25,3,17216,359,25,13,110516,1001,https://github.com/galactrum/galactrum,galactrum,galactrum
"",0,0,0,0,0,0,0,2459602,https://github.com/aidi-inu/aidi-inu-contract.git,aidi-inu,aidi-inu-contract.git
"",0,0,1,0,0,0,7,681,https://github.com/digita-entertainment-asset/dep,digita-entertainment-asset,dep
C++,106,2,18392,353,106,59,89865,998,https://github.com/eveybcd/bitcoindiamond,eveybcd,bitcoindiamond
"",0,0,9,0,0,0,20,633,https://github.com/rebitlabs/keyboardtoken,rebitlabs,keyboardtoken
C++,3,0,3771,121,3,4,17362,16,https://github.com/aquariusnetwork/arco,aquariusnetwork,arco
